Job,Date,Cost,Vendor,Description,
wagener,6/25/2018,$58.21,Home Depot,"adapter, angle, other misc",
wagener,6/26/2018,$759.23,Home Depot,sliding panel,
wagener,6/26/2018,$141.15,Home Depot,vita elegante ,
wagener,6/26/2018,$242.95,Home Depot,"drain tile, tile, vita elegante",
wagener,6/26/2018,"$1,435.50",Freeman Construction,"vent system, installation, electical outlet instal",
wagener,6/26/2018,$192.20,San Lorenzo Lumber,"shelf, lumber",
wagener,6/26/2018,$75.58,San Lorenzo Lumber,shelf  ,
wagener,6/27/2018,$83.45,San Lorenzo Lumber,"bracket, sealant, other misc",
wagener,6/27/2018,$496.67,San Lorenzo Lumber,"drawer, carbon monoxide detector, flush ring",
wagener,6/27/2018,$33.75,Buena Vista Landfill,dump,
wagener,6/27/2018,$26.39,San Lorenzo Lumber,reverse base,
wagener,6/27/2018,$63.54,San Lorenzo Lumber,"fringe screw, connector, gloves",
kennedy,6/28/2018,$32.34,San Lorenzo Lumber,"headlight, cement screw",
kennedy,6/28/2018,$19.52,San Lorenzo Lumber,hardibacker,
wagener,6/28/2018,$27.33,San Lorenzo Lumber,duct dryer vent,
wagener,6/29/2018,$20.63,Buena Vista Landfill,lumber,
wagener,6/29/2018,$105.18,Home Depot,"wallplates, washer, conduit, other misc",
wagener,6/29/2018,$161.49,Home Depot,"door stop, bath faucet, supply line",
wagener,6/29/2018,$673.00,Best Western,guest: Earl Wagener,
wagener,6/29/2018,$27.33,San Lorenzo Lumber,dryer vent,
wagener,6/29/2018,$20.63,San Lorenzo Lumber,lumber,
wagener,6/30/2018,$43.73,San Lorenzo Lumber,blades,
wagener,6/30/2018,$89.24,San Lorenzo Lumber,"blade, shims, wood patch",
wagener,7/2/2018,$118.81,San Lorenzo Lumber,"door skin, base shoe",
wagener,7/2/2018,$71.10,San Lorenzo Lumber,"faucet handle, tube, lav/supply",
wagener,7/2/2018,$227.67,Home Depot,"led wrap, gfci, other misc",
wagener,7/3/2018,$12.53,San Lorenzo Lumber,door skin  ,
wagener,7/3/2018,$50.42,San Lorenzo Lumber,"shelf, coronado base",
wagener,7/3/2018,$150.88,San Lorenzo Lumber,"coronado base, lighting kit",
wagener,7/3/2018,$84.38,Home Depot,"code cap top, base, roof vent",
wagener,7/3/2018,$23.00,Buena Vista Landfill,dump,
wagener,7/3/2018,$406.07,Home Depot,"blinds, continuous feed",
wagener,7/3/2018,$92.71,San Lorenzo Lumber,"light kit, coronado base",
wagener,7/3/2018,$37.95,Ace Hardware,ice maker,
wagener,7/4/2018,$111.45,Home Depot,"joint tailpiece, supply line, other  misc",
wagener,7/4/2018,$157.60,Home Depot,"vacuum tool, screwdriver, other misc",
wagener,7/5/2018,$181.98,San Lorenzo Lumber,rebar,
wagener,7/5/2018,$72.13,San Lorenzo Lumber,"bracket, awl",
wagener,7/6/2018,$23.00,Buena Vista Landfill,dump,
wagener,7/6/2018,$77.31,Home Depot,"dishwasher kit, robe hook",
wagener,7/6/2018,$12.56,Big Creek Lumber,headless pin,
wagener,7/6/2018,$111.18,San Lorenzo Lumber,"level, robe hook, cord",
wagener,7/9/2018,$9.75,Ace Hardware,ice maker,
wagener,7/9/2018,$64.32,Home Depot,"sink top switch, cabinet knob",
wagener,7/10/2018,$24.48,Ace Hardware,box pvc,
wagener,7/11/2018,$152.91,Home Depot,"brackets, closet rod, robe hook, shelving",
wagener,7/11/2018,$40.32,San Lorenzo Lumber,melamine,
wagener,7/11/2018,$27.85,San Lorenzo Lumber,"ball valve, bushing, pipe",
wagener,7/12/2018,$20.08,San Lorenzo Lumber,"robe hook, screw",
wagener,7/17/2018,$23.00,Buena Vista Landfill,dump,
wagener,7/17/2018,$36.16,Home Depot,"fasteners, hangers",
wagener,7/17/2018,$15.81,Home Depot,fast grab,
wagener,7/17/2018,"$2,756.00",Showcase Shower Door,,
wagener,7/19/2018,$99.32,San Lorenzo Lumber,"shelves, caulk gun, sealant",
wagener,7/19/2018,$105.04,Big Creek Lumber,"blades, headless pins",
wagener,7/24/2018,$35.79,San Lorenzo Lumber,"smooth set, lumber",
hector2,7/24/2018,$293.73,San Lorenzo Lumber,vinyl,
wagener,7/26/2018,$26.84,San Lorenzo Lumber,lumber,
hector2,7/26/2018,"$2,414.00",Floors Etc.,"coretec, baby threshold",
wagener,7/27/2018,$205.29,San Lorenzo Lumber,lumber,
wagener,7/28/2018,-$14.24,San Lorenzo Lumber,return,
wagener,7/28/2018,$46.86,San Lorenzo Lumber,return,
wagener,7/30/2018,$52.73,San Lorenzo Lumber,"putty stick, other misc",
hector2,7/30/2018,$166.08,Home Depot,faucet,
hector2,7/30/2018,$164.15,Graniterock,denshield,
hector2,7/30/2018,$7.70,Graniterock,screw   ,
hector2,7/30/2018,$16.64,San Lorenzo Lumber,lumber,
wagener,7/31/2018,$300.02,San Lorenzo Lumber,lumber,
hector2,7/31/2018,$40.75,San Lorenzo Lumber,"screw, bolt, washer",
hector2,7/31/2018,$300.02,San Lorenzo Lumber,lumber,
